"doctor","num_visit"
"Amy Patel","3"
"Christopher Watson","3"
"Eric Reed","3"
"Abigail Williams","3"
"Zachary Brown","3"
"Jason Rodriguez","3"
"Thomas Moore","3"
"James George","3"
"Richard Rodriguez","3"
"Ronald Jones","3"
"Timothy Johnson","3"
"Katherine Obrien","3"
"Michael Allen","3"
"Christina Brown","3"
"Edward Johnson","3"
"Joshua Murphy","3"
"Andrew Gonzalez","3"
"Lisa Frazier","3"
"Scott Smith","3"
"Michael James","3"
"Julia Jones","3"
"Matthew Reyes","3"
"Lisa Garcia","3"
"Charles Garcia","3"
"Robert Robertson","3"
"Taylor Smith","3"
"John Marquez","3"
"Angela Anderson","3"
"Lauren Williams","3"
"David Ward","3"
"Daniel Baker","3"
"Ronald Ramirez","3"
"William Allen","3"
"Steven Bailey","3"
"Krista Johnson","3"
"Christopher Ford","3"
"James Tucker","3"
"Ryan Mason","3"
"Theresa Martinez","3"
"John Butler","3"
"Kelly Nelson","3"
"Richard Wilson","3"
"Anna Johnson","3"
"Tammy Williams","3"
"Lauren Bell","3"
"Matthew Robbins","3"
"Kimberly Nguyen","3"
"Tina Rodriguez","3"
"Katie Brown","3"
"Dawn Rodriguez","3"
"Robert Burns","3"
"Jeffrey Taylor","3"
"Mark Lee","3"
"Vincent White","3"
"Charles Ramirez","3"
"John Campbell","3"
"Heather Jones","3"
"Jonathan White","3"
"Alyssa Smith","3"
"Patrick Boyd","3"
"Samuel Brown","3"
"Jenna Johnson","3"
"Brian Moore","3"
"Crystal Jones","3"
"Patrick Stevens","3"
"William Turner","3"
"Gary Sanchez","3"
"Danielle Turner","3"
"Debra Torres","3"
"Michelle Miller","3"
"Christopher Simpson","3"
"Amanda Brown","3"
"Brian Harris","3"
"Christopher Davidson","3"
"Derek Smith","3"
"Michael Kelly","3"
"Robert Woods","3"
"William Green","3"
"James Wright","3"
"John Allen","3"
"Joseph Morales","3"
"Danny Smith","3"
"Vincent Johnson","3"
"Heather Sanders","3"
"Christopher Wallace","3"
"Robert Hayes","3"
"Jennifer Perry","3"
"Ashley Bishop","3"
"Keith Johnson","3"
"Amy Lopez","3"
"Thomas Anderson","3"
"Carlos Brown","3"
"Ashley Bell","3"
"Eric Mendez","3"
"Robert Carter","3"
"Sarah Vasquez","3"
"Lisa Taylor","3"
"Kevin Walker","3"
"Joseph Lee","3"
"Michelle White","3"
"Sandra Perkins","3"
"Sara Smith","3"
"Jason Taylor","3"
"Kevin Fernandez","3"
"Michael Castillo","3"
"Richard George","3"
"Matthew Jones","3"
"Timothy Martinez","3"
"Richard Walker","3"
"Christopher Lawrence","3"
"Joshua Lewis","3"
"Ashley Thomas","3"
"Susan Johnson","3"
"Mark Chapman","3"
"Matthew Thomas","3"
"David Murphy","3"
"Stephanie Ingram","3"
"David Evans","3"
"Michelle Taylor","3"
"Brian Bailey","3"
"Cheryl Miller","3"
"Amy Davis","3"
"Donna Taylor","3"
"Crystal Harris","3"
"Amanda Thompson","3"
"Jeffery Smith","3"
"William Holmes","3"
"Michelle Torres","3"
"Ashley Clark","3"
"Susan Lopez","3"
"Joshua Wilson","3"
"David Reyes","3"
"Rachel Gonzalez","3"
"Daniel Thomas","3"
"Jennifer Martinez","3"
"Daniel Gonzalez","3"
"Steven Ortiz","3"
"Katherine Lopez","3"
"Sheila Johnson","3"
"Erica Johnson","3"
"Susan Sanchez","3"
"Brian Cruz","3"
"Michelle Harrison","3"
"Sean Jones","3"
"Jessica Garrett","3"
"Kenneth Smith","3"
"Brandon Brown","3"
"Christopher Graham","3"
"Jennifer Sanders","3"
"David Lewis","3"
"Melissa Thompson","3"
"Joseph Torres","3"
"David Mendoza","3"
"Tracy Wilson","3"
"Monica Smith","3"
"David Cooper","3"
"Shelby Johnson","3"
"Allison Johnson","3"
"Christopher Howard","3"
"Amanda Medina","3"
"Joseph Ellis","3"
"Robert Duncan","3"
"Timothy Wilson","3"
"Jessica Washington","3"
"Stephen Davis","3"
"Jessica Gardner","3"
"Michelle Collins","3"
"Mary Moore","3"
"Diane White","3"
"Kevin Kelly","3"
"Peter Garcia","3"
"Tyler Jones","3"
"Amanda Robinson","3"
"Kristen Smith","3"
"Jennifer Mitchell","3"
"Pamela Davis","3"
"Christopher Wilson","3"
"Aaron Perez","3"
"Michael Cox","3"
"Ashley Brown","3"
"Rachel Cook","3"
"Barbara Lopez","3"
"Ashley Martinez","3"
"Lisa Stewart","3"
"Michael Powers","3"
"Brenda Smith","3"
"Jennifer Myers","3"
"Amanda Dixon","3"
"Eric Lopez","3"
"Megan Allen","3"
"Rebecca Cook","3"
"Christopher Lewis","3"
"Jennifer Wang","3"
"Michael Alvarado","3"
"Peter Johnson","3"
"Gary Miller","3"
"Craig Smith","3"
"Jacob Martinez","3"
"Robert Peterson","3"
"Stephen Brown","3"
"Anna Jones","3"
"Mary Lewis","3"
"Bradley Williams","3"
"Cynthia Rodriguez","3"
"David Morgan","3"
"Robert Lopez","3"
"Mary Clark","3"
"Tracy Brown","3"
"John Bryant","3"
"Emily Garcia","3"
"Heather Nguyen","3"
"Alexander Johnson","3"
"Amy Bailey","3"
"David Bailey","3"
"Matthew Turner","3"
"Catherine Garcia","3"
"Deborah Jones","3"
"John Sanchez","3"
"Anthony Castillo","3"
"Susan Hernandez","3"
"Diana Smith","3"
"Brandon Gonzalez","3"
"David Haynes","3"
"James Howard","3"
"Nancy Smith","3"
"Mary Thompson","3"
"Joseph Alvarez","3"
"John Torres","3"
"John Clark","3"
"Barbara Williams","3"
"Karen Dixon","3"
"Felicia Williams","3"
"Joshua Martinez","3"
"Brittany Davis","3"
"Kimberly Tran","3"
"Benjamin Martin","3"
"Melissa Harris","3"
"Nicole Anderson","3"
"Richard Morales","3"
"Benjamin Adams","3"
"Ryan Smith","3"
"Elizabeth Robinson","3"
"Charles Roberts","3"
"Rachel Garcia","3"
"Robert Gonzalez","3"
"Rebecca Moore","3"
"Kyle Smith","3"
"Joseph Robinson","3"
"Lauren White","3"
"Jonathan Jones","3"
"Amanda Peterson","3"
"Martin Anderson","3"
"Jessica Martin","3"
"Zachary Garcia","3"
"Michael Reid","3"
"James Jennings","3"
"Robert Romero","3"
"Kayla Miller","3"
"Amanda Parker","3"
"Joseph Cole","3"
"Taylor Clark","3"
"Gregory Rodriguez","3"
"Ryan Moore","3"
"Brian Chavez","3"
"Andrea Cooper","3"
"Jason King","3"
"Adam Bradley","3"
"Joshua Rivera","3"
"Victoria Gonzalez","3"
"Christina Jackson","3"
"Sarah Price","3"
"Stephen Lewis","3"
"Matthew Anderson","3"
"Charles Williams","3"
"William Morales","3"
"Jacqueline Williams","3"
"Michelle Wells","3"
"Christopher Bailey","3"
"Chad Williams","3"
"Pamela Williams","3"
"Ashley Myers","3"
"Julie Moore","3"
"Amanda Cook","3"
"David Ayala","3"
"Jerry Miller","3"
"Andrew Richards","3"
"Kathleen Johnson","3"
"Christopher Shaw","3"
"Andrew Rodriguez","3"
"Sarah Peters","3"
"Nicole White","3"
"Stephen Murray","3"
"Anthony Taylor","3"
"Lauren Freeman","3"
"Jennifer Hart","3"
"Angela Davis","3"
"Erin Thomas","3"
"Christopher Lane","3"
"Michael Wagner","3"
"Mary Jackson","3"
"Andrew Turner","3"
"Christopher Walker","3"
"Karen Baker","3"
"John Rivera","3"
"James Santiago","3"
"Kenneth Cole","3"
"Michael Ray","3"
"Robert Lester","3"
"Donna Jones","3"
"Matthew Rose","3"
"Sarah Thomas","3"
"Joseph Moore","3"
"Michael Becker","3"
"Nancy Martinez","3"
"Leslie Williams","3"
"Kimberly Martin","3"
"Michael Shaffer","3"
"Heather Taylor","3"
"Stephanie Lopez","3"
"James Hamilton","3"
"Kristen Anderson","3"
"Crystal Perez","3"
"Donna Lopez","3"
"Laura Gonzalez","3"
"David Marshall","3"
"Lisa Colon","3"
"Christopher Hill","3"
"Jacqueline Green","3"
"Robert Torres","3"
"Brittany Jones","3"
"Lisa Rodriguez","3"
"Donna Thompson","3"
"Sandra Brown","3"
"Jason Torres","3"
"Troy Brown","3"
"Timothy Walker","3"
"Andrea Roberts","3"
"Jennifer Singleton","3"
"Brenda Davis","3"
"Rebecca West","3"
"Jacob White","3"
"Amy Palmer","3"
"Stephanie Obrien","3"
"Terry Williams","3"
"William Rogers","3"
"Erin Jones","3"
"Amy Collins","3"
"Curtis Smith","3"
"Susan White","3"
"Kevin Martin","3"
"James Willis","3"
"Kevin Payne","3"
"James Barnes","3"
"Kyle Nelson","3"
"John Neal","3"
"Jeffrey Schmidt","3"
"Timothy White","3"
"Rebecca Lindsey","3"
"Michelle Diaz","3"
"David Oliver","3"
"Matthew Alexander","3"
"Mark Edwards","3"
"Maria Carter","3"
"Scott Jackson","3"
"Laura Williams","3"
"Julie Hall","3"
"Aaron Jones","3"
"Christopher Hughes","3"
"Kimberly Silva","3"
"Alexis Jones","3"
"John Moreno","3"
"Peter Martin","3"
"Kevin Allen","3"
"Lisa Gonzales","3"
"Melissa Scott","3"
"Sarah Garcia","3"
"Richard Martin","3"
"Lisa Reid","3"
"Jennifer Cook","3"
"Kevin Andrews","3"
"Daniel Trevino","3"
"Joshua Anderson","3"
"Kenneth Mitchell","3"
"Jason Jackson","3"
"Kimberly Hernandez","3"
"Shane Baker","3"
"Michael Larson","3"
"Thomas Jenkins","3"
"Julia Campbell","3"
"Kimberly Henry","3"
"Joseph Myers","3"
"Jennifer Burgess","3"
"Jennifer Cherry","3"
"Jennifer Edwards","3"
"Sean Williams","3"
"Ashley Lewis","3"
"Tiffany Harris","3"
"Craig Diaz","3"
"Jared Smith","3"
"Michael Foster","3"
"Peter Sanchez","3"
"John Macias","3"
"Cynthia Davis","3"
"Chad Perez","3"
"Jeffrey Young","3"
"Joseph Grant","3"
"Benjamin Hernandez","3"
"Brandon Jones","3"
"Steven Rogers","3"
"James Myers","3"
"Kelly Miller","3"
"April Jones","3"
"Angela Hodges","3"
"James Mason","3"
"Travis Johnson","3"
"Joseph Henry","3"
"Joseph Young","3"
"Shannon Perez","3"
"Justin Gibson","3"
"Charles White","3"
"Sarah Lee","3"
"Michelle Berg","3"
"Jesus Smith","3"
"James Allen","3"
"Paul Johnson","3"
"Joshua Miller","3"
"James Clark","3"
"Stephen Salazar","3"
"Melissa James","3"
"Jessica Garcia","3"
"Ann Hernandez","3"
"Brian Jackson","3"
"Anthony Sanchez","3"
"Karen Wright","3"
"Timothy Rodriguez","3"
"Patricia Rodriguez","3"
"Jordan Turner","3"
"David Nelson","3"
"Lisa Torres","3"
"Daniel Martinez","3"
"Patricia Evans","3"
"Sarah Clark","3"
"James Hernandez","3"
"Douglas Miller","3"
"Zachary Miller","3"
"Angela Johnson","3"
"Eric Lawson","3"
"Michelle Ingram","3"
"Natalie Jones","3"
"Jason Knight","3"
"Kenneth West","3"
"Angela Jones","3"
"Carolyn Campbell","3"
"Cheryl Brooks","3"
"Peter Smith","3"
"Jonathan Thompson","3"
"Jessica Robertson","3"
"Ashley Hayes","3"
"Mark Anderson","3"
"Christopher Hernandez","3"
"Joshua Evans","3"
"Lisa Gonzalez","3"
"Lisa Foster","3"
"Susan Hall","3"
"Carol Smith","3"
"Jonathan Burke","3"
"Brandon Carroll","3"
"Elizabeth Anderson","3"
"Robert Jordan","3"
"Jonathan Walker","3"
"Tracy Moore","3"
"Nicole Miller","3"
"Christina Walker","3"
"Patricia Lopez","3"
"Robert Rhodes","3"
"Christian Miller","3"
"James Grant","3"
"Donald Williams","3"
"Jacob Hall","3"
"Joshua Vargas","3"
"Kelly Jackson","3"
"John Aguilar","3"
"John Ramirez","3"
"Mary Lee","3"
"Jessica Estrada","3"
"Stephanie Owens","3"
"Mark Hernandez","3"
"Jessica Collins","3"
"Maria Hernandez","3"
"Elizabeth Collins","3"
"Robert Lee","3"
"Matthew Nguyen","3"
"William Lopez","3"
"Whitney Smith","3"
"Joshua Harris","3"
"Melissa Wilson","3"
"Jennifer Wright","3"
"David Roberts","3"
"David Jackson","3"
"Megan Scott","3"
"Christopher Myers","3"
"Mark Wood","3"
"Allen Smith","3"
"Lisa Jackson","3"
"Kelly White","3"
"Michael Roberson","3"
"Amy Hill","3"
"Leah Mcbride","3"
"John Jordan","3"
"Robert Wilson","3"
"Ashley Hall","3"
"Rachel Jones","3"
"Jeffrey Edwards","3"
"James Fields","3"
"Jennifer Clark","3"
"Angela Rodriguez","3"
"Joshua Thompson","3"
"Joseph Martin","3"
"David Wright","3"
"Holly Johnson","3"
"Julie Martin","3"
"James Steele","3"
"Heather Hunter","3"
"Joseph Thompson","3"
"Melissa Anderson","3"
"Jeremy Rodriguez","3"
"Robert Olson","3"
"Troy Smith","3"
"Wesley Williams","3"
"Laura Graham","3"
"Joseph Lopez","3"
"Teresa Doyle","3"
"Amy Taylor","3"
"Andrew Taylor","3"
"James Perkins","3"
"David Bell","3"
"William Warren","3"
"Eric Jones","3"
"Scott Hall","3"
"Jessica Rodriguez","3"
"Randall Johnson","3"
"Jacob Martin","3"
"Ryan Gomez","3"
"Scott Nelson","3"
"Mary Miller","3"
"Megan Harrison","3"
"Christopher Gonzales","3"
"David Duncan","3"
"Christopher Kelly","3"
"Nicholas Hawkins","3"
"John Gray","3"
"Brenda Moore","3"
"Kimberly Cook","3"
"Danielle Thomas","3"
"Deborah Harris","3"
"Kevin Garcia","3"
"Michael Dixon","3"
"James Hall","3"
"Jose Martin","3"
"David Perez","3"
"Michael Burns","3"
"Jeremy Jackson","3"
"Brandon Pena","3"
"Kimberly Taylor","3"
"Thomas Lewis","3"
"Chelsea Davis","3"
"Kevin Bryant","3"
"Alyssa Williams","3"
"Amanda Rodriguez","3"
"James Campbell","3"
"Amy Jackson","3"
"Timothy Edwards","3"
"Susan Miller","3"
"Dennis Smith","3"
"Matthew Flores","3"
"Kyle Brown","3"
"Michael Parker","3"
"Sharon Martinez","3"
"Alexander Bailey","3"
"Kristen Johnson","3"
"Kyle Lee","3"
"Amber Brown","3"
"Taylor Wilson","3"
"Christopher Baker","3"
"David Hubbard","3"
"Robert Phillips","3"
"Emily Sanders","2"
"Shane Wong","2"
"Jill James","2"
"Denise Reynolds","2"
"Heather Patrick","2"
"Allison Griffin","2"
"Rebecca Sandoval","2"
"Nicole Santana","2"
"Steven King","2"
"Christina Parker","2"
"William Schmidt","2"
"Amber Bailey","2"
"Richard Ramirez","2"
"Chad Graves","2"
"Eric Stephenson","2"
"Paula Gray","2"
"Jason Johnson","2"
"Colleen Garcia","2"
"Jennifer Juarez","2"
"Timothy Thompson","2"
"Christine Martin","2"
"Kelly Bailey","2"
"Keith Estrada","2"
"Jessica White","2"
"Michael Ayala","2"
"Julie Gonzales","2"
"Jacob Clark","2"
"Christopher Gordon","2"
"Charles Walker","2"
"Nicholas Murray","2"
"Aaron Hernandez","2"
"Kathleen Howard","2"
"Zachary Cole","2"
"Charles King","2"
"Jason Stokes","2"
"Christine Hernandez","2"
"Anna Rodriguez","2"
"Jose Moore","2"
"Heidi Andrews","2"
"Cheryl Walker","2"
"Tyler Griffin","2"
"Gary Powers","2"
"Heather Owens","2"
"Christina Gonzalez","2"
"Ashley Perez","2"
"David Wood","2"
"Eric Smith","2"
"Natalie Williams","2"
"Eric Webster","2"
"Melissa Reyes","2"
"Nicholas Clark","2"
"David Sullivan","2"
"Michael Webb","2"
"Scott Sims","2"
"Tracy James","2"
"Mary Davis","2"
"Jeffrey Lewis","2"
"Frank Rodriguez","2"
"Victoria Gonzales","2"
"Nina Smith","2"
"Colleen Boyle","2"
"Evan Young","2"
"Christopher Bryan","2"
"Alexander Sanchez","2"
"Ryan Romero","2"
"Tonya Thomas","2"
"Maria Thomas","2"
"Tommy Reynolds","2"
"Cynthia Martinez","2"
"Gary Clark","2"
"Zachary Duncan","2"
"Sara Webb","2"
"Daniel Ellis","2"
"Rebecca Henderson","2"
"Laura Lara","2"
"Jordan Moore","2"
"Heather Carter","2"
"Edwin Terrell","2"
"Walter Rodriguez","2"
"Rebecca Ramos","2"
"Christopher Mercer","2"
"Patricia Davis","2"
"Jacob Nash","2"
"Carla Snow","2"
"Yvonne Curtis","2"
"David Frost","2"
"Kimberly Townsend","2"
"Lynn Gardner","2"
"Phillip Bartlett","2"
"Angela Mitchell","2"
"Mary Farrell","2"
"Holly Davis","2"
"Matthew Heath","2"
"Gregory Nunez","2"
"Ashley Reyes","2"
"Michael Chang","2"
"Jennifer Graham","2"
"Jeremy Garcia","2"
"Heather Ortiz","2"
"Ann Reyes","2"
"Tara Wilson","2"
"Alex Miller","2"
"Jerry Walker","2"
"Susan Silva","2"
"Michelle Rasmussen","2"
"Kenneth Lawson","2"
"Andrew Ramsey","2"
"Timothy Davis","2"
"Brett Carter","2"
"Ashley Ruiz","2"
"Robert Ruiz","2"
"Donald Ortiz","2"
"Ashley Schneider","2"
"James Mcguire","2"
"Glenn Smith","2"
"Denise Rodriguez","2"
"Kara Torres","2"
"Karen Contreras","2"
"Daniel Dixon","2"
"Julia Young","2"
"Melanie Webb","2"
"Heather Fox","2"
"Sandra Morris","2"
"Curtis Burton","2"
"Sandra Lopez","2"
"Patricia Olson","2"
"Danielle Munoz","2"
"Alexander Monroe","2"
"Kathryn Garcia","2"
"Nancy Ford","2"
"Samantha Johnston","2"
"Kimberly Fuller","2"
"Courtney Anderson","2"
"Tyler Thomas","2"
"David Fields","2"
"Monica Johnson","2"
"Michael Dawson","2"
"Karen Harris","2"
"Adrian Allen","2"
"Dustin Richardson","2"
"Jonathan Rivera","2"
"Roger Lewis","2"
"Danielle Jimenez","2"
"Richard Knight","2"
"Michelle Stone","2"
"Kayla Garrett","2"
"Heidi Miller","2"
"Mark Wright","2"
"Melissa Hall","2"
"Amanda Fletcher","2"
"James Franklin","2"
"Scott Campbell","2"
"Mark Jenkins","2"
"William Perez","2"
"Joshua Moran","2"
"Lisa James","2"
"Jeffrey Cruz","2"
"Christopher Odom","2"
"Kyle Velazquez","2"
"David Leach","2"
"Christopher Moreno","2"
"Sherry Williams","2"
"Karen Bailey","2"
"Nicole Rodriguez","2"
"Brandon Baker","2"
"Mary Underwood","2"
"Richard Brewer","2"
"Barbara Murphy","2"
"Anthony Powell","2"
"Renee Sanchez","2"
"Nathan Rivera","2"
"Andrew Morales","2"
"Eric Stone","2"
"Jason Ward","2"
"Timothy Price","2"
"Mary Reyes","2"
"Andrea Taylor","2"
"Edward Hall","2"
"Jacqueline Hansen","2"
"Samantha Russell","2"
"Amanda Ruiz","2"
"Thomas Schwartz","2"
"Elizabeth Hall","2"
"Megan Richardson","2"
"Megan Martin","2"
"Christina Reed","2"
"Daniel Nunez","2"
"Angela Cook","2"
"Cynthia Austin","2"
"Andrew Graham","2"
"Zachary Martin","2"
"Andrea Clark","2"
"Daniel Ortiz","2"
"Kimberly Gonzales","2"
"Danielle Henderson","2"
"Amanda Morgan","2"
"James Lucas","2"
"Michelle Melton","2"
"Aaron Herrera","2"
"Brenda Wood","2"
"John Ford","2"
"Jasmine Baker","2"
"Tony Williams","2"
"Eileen King","2"
"Steven Padilla","2"
"Jacob Miller","2"
"Jennifer Evans","2"
"Nathan Edwards","2"
"Eugene Jones","2"
"Wayne Brown","2"
"Travis Adams","2"
"Lisa Long","2"
"Dylan White","2"
"Lisa Pennington","2"
"John Burgess","2"
"Christina Medina","2"
"Jennifer Kennedy","2"
"Stephen Turner","2"
"Eric Moore","2"
"Sandra Wilson","2"
"Lauren Sullivan","2"
"Kristin Vincent","2"
"Deborah Hill","2"
"Christopher Murray","2"
"Benjamin Curtis","2"
"Sean Bryant","2"
"Kathryn Jackson","2"
"Sarah Lawson","2"
"Kathleen Humphrey","2"
"Becky Smith","2"
"Angela Cooper","2"
"Amanda Brooks","2"
"Stephen Burton","2"
"William Ramirez","2"
"Kimberly Conner","2"
"Ralph Lopez","2"
"Timothy Jimenez","2"
"Douglas Anderson","2"
"Jenna Matthews","2"
"Spencer Rodriguez","2"
"Corey Becker","2"
"Rachel King","2"
"Chad Smith","2"
"Kristi Jones","2"
"Lisa Harvey","2"
"Adam Thompson","2"
"Dawn Davis","2"
"Joseph Ray","2"
"Thomas Reed","2"
"Randy Williams","2"
"Ashley Ray","2"
"Susan Beck","2"
"Benjamin Gomez","2"
"Jessica Alexander","2"
"Jacob Gonzalez","2"
"Alex Neal","2"
"Michelle Hawkins","2"
"Melissa Castro","2"
"David Green","2"
"David Black","2"
"Gary Walker","2"
"Ashley Mendoza","2"
"Bryan Simmons","2"
"Andrea Rodriguez","2"
"Amber Anderson","2"
"Robert Lewis","2"
"Austin Kelly","2"
"Mary Banks","2"
"Kimberly Lee","2"
"Jack King","2"
"Thomas Baker","2"
"Jessica Rivera","2"
"Cassandra Bryant","2"
"Anna Perez","2"
"Stephanie Boyd","2"
"Angela Garcia","2"
"Erin Farrell","2"
"Christopher Campbell","2"
"Cindy Jones","2"
"James Andrews","2"
"Donald Allen","2"
"Susan Ramirez","2"
"Daniel Rodgers","2"
"Mark Castillo","2"
"Rebecca Romero","2"
"Lori Schneider","2"
"Christopher Buchanan","2"
"Kelsey Owen","2"
"Matthew Wells","2"
"Nicholas Hanna","2"
"Laura Lewis","2"
"Justin Adams","2"
"Lisa Anderson","2"
"Matthew Duffy","2"
"Elizabeth David","2"
"Ryan Garcia","2"
"Lisa Ford","2"
"Vincent Ramirez","2"
"Jacqueline Johnson","2"
"Kimberly Gibson","2"
"Elizabeth Myers","2"
"Kevin Munoz","2"
"Robert Harmon","2"
"Justin Moore","2"
"Katherine Bailey","2"
"Mark Buchanan","2"
"Donna Ramirez","2"
"Matthew Bailey","2"
"William Parks","2"
"Matthew Murphy","2"
"John Adkins","2"
"Ashley Allen","2"
"Thomas Arnold","2"
"Samantha Roberts","2"
"Brittney Green","2"
"Derrick Morrison","2"
"Susan Munoz","2"
"Alicia Howell","2"
"Justin Walker","2"
"Kathleen Blair","2"
"Charles Stephens","2"
"Christopher Mejia","2"
"Christopher Sosa","2"
"Shane Taylor","2"
"Thomas Mcbride","2"
"George Ramirez","2"
"Mark Mendez","2"
"Paul Perez","2"
"Eric Rowe","2"
"Joshua Bell","2"
"Christopher Price","2"
"Jose Ramos","2"
"Heather Green","2"
"Megan Manning","2"
"Nicholas Olson","2"
"Michael Hodge","2"
"Tony Ford","2"
"Joseph Turner","2"
"Stephanie Johnson","2"
"Mark Knight","2"
"Michelle Gardner","2"
"Shannon Silva","2"
"Rebecca Jones","2"
"Alexis Sullivan","2"
"Tony Martinez","2"
"Danielle Hernandez","2"
"Lisa Hamilton","2"
"Rachel Russell","2"
"Jason Fernandez","2"
"Karen Fuller","2"
"Lucas Torres","2"
"Elizabeth Le","2"
"Madison Phillips","2"
"Paul Villegas","2"
"Joseph Ruiz","2"
"Samuel Cochran","2"
